day,btc,eth
2023-06-12,25905.82,1742.66
2023-06-13,25930.23,1739.54
2023-06-14,25123.34,1650.84
2023-06-15,25569.99,1665.28
2023-06-16,26329.6,1716.8
2023-06-17,26506.56,1727.09
2023-06-18,26336.46,1720.43
2023-06-19,26837.78,1736.58
2023-06-20,28320.43,1792.86
2023-06-21,29995.08,1889.57
2023-06-22,29886.31,1872.13
2023-06-23,30707.61,1893.66
2023-06-24,30547.18,1875.87
2023-06-25,30480.24,1899.73
2023-06-26,30272.18,1859.19
2023-06-27,30697.38,1889.82
2023-06-28,30074.94,1827.37
2023-06-29,30446.47,1852.11
2023-06-30,30466.72,1933.57
2023-07-01,30587.21,1924.14
2023-07-02,30613.51,1937.26
2023-07-03,31161.8,1955.76
2023-07-04,30771.25,1936.42
2023-07-05,30499.27,1910.14
2023-07-06,29899.38,1845.8
2023-07-07,30352.08,1870.93
2023-07-08,30291.69,1865.56
2023-07-09,30168.38,1863.01
2023-07-10,30419.89,1880.62
2023-07-11,30626.55,1878.66
2023-07-12,30381.81,1871.65
2023-07-13,31471.83,2005.95
2023-07-14,30330.52,1938.91
2023-07-15,30301.65,1931.9
2023-07-16,30247.64,1923.38
2023-07-17,30143.08,1911.38
2023-07-18,29861.93,1897.72
2023-07-19,29916.72,1888.73
2023-07-20,29809.13,1891.72
2023-07-21,29907.98,1891.92
2023-07-22,29795.03,1866.69
2023-07-23,30081.61,1888.65
2023-07-24,29176.98,1849.69
2023-07-25,29225.14,1857.28
2023-07-26,29353.23,1871.92
2023-07-27,29214.92,1860.88
2023-07-28,29316.15,1874.05
2023-07-29,29355.71,1880.71
2023-07-30,29281.39,1861.65
2023-07-31,29230.67,1856.0
2023-08-01,29697.27,1872.89
2023-08-02,29164.22,1838.92
2023-08-03,29174.18,1834.34
2023-08-04,29076.48,1827.3
2023-08-05,29047.12,1834.66
2023-08-06,29040.01,1827.5
2023-08-07,29179.21,1826.9
2023-08-08,29770.01,1855.71
2023-08-09,29562.76,1854.09
2023-08-10,29424.03,1850.38
2023-08-11,29400.45,1846.76
2023-08-12,29416.96,1849.09
2023-08-13,29275.94,1838.98
2023-08-14,29405.49,1844.01
2023-08-15,29170.14,1827.19
2023-08-16,28700.51,1805.51
2023-08-17,26627.57,1681.42
2023-08-18,26048.89,1661.4
2023-08-19,26096.42,1669.65
2023-08-20,26189.14,1685.39
2023-08-21,26125.18,1667.2
2023-08-22,26042.11,1634.33
2023-08-23,26427.54,1679.22
2023-08-24,26163.49,1660.36
2023-08-25,26049.39,1652.75
2023-08-26,26009.61,1646.25
2023-08-27,26091.16,1657.51
2023-08-28,26101.04,1651.94
2023-08-29,27717.98,1729.34
2023-08-30,27306.06,1705.47
2023-08-31,25932.45,1645.58
2023-09-01,25794.88,1628.46
2023-09-02,25867.83,1636.83
2023-09-03,25969.83,1635.68
2023-09-04,25816.13,1629.75
2023-09-05,25783.91,1633.85
2023-09-06,25747.63,1632.08
2023-09-07,26276.3,1647.44
2023-09-08,25906.34,1635.94
2023-09-09,25897.82,1635.14
2023-09-10,25831.76,1616.65
2023-09-11,25152.14,1551.36
2023-09-12,25840.61,1593.07
2023-09-13,26226.65,1608.06
2023-09-14,26532.76,1627.18
2023-09-15,26602.42,1641.49
2023-09-16,26569.69,1634.87
2023-09-17,26530.95,1622.83
2023-09-18,26764.49,1636.94
2023-09-19,27216.13,1643.42
2023-09-20,27123.94,1622.27
2023-09-21,26564.54,1583.86
2023-09-22,26578.4,1593.03
2023-09-23,26579.6,1593.85
2023-09-24,26250.24,1580.64
2023-09-25,26296.08,1587.75
2023-09-26,26208.44,1593.0
2023-09-27,26357.62,1597.65
2023-09-28,27027.14,1652.94
2023-09-29,26907.0,1667.21
2023-09-30,26961.0,1670.84
2023-10-01,27995.46,1733.4
2023-10-02,27504.04,1662.62
2023-10-03,27428.96,1656.91
2023-10-04,27786.75,1646.58
2023-10-05,27412.96,1611.63
2023-10-06,27945.17,1645.95
2023-10-07,27976.43,1634.65
2023-10-08,27933.55,1633.78
2023-10-09,27596.67,1580.13
2023-10-10,27393.29,1567.63
2023-10-11,26869.19,1566.46
2023-10-12,26750.51,1539.25
2023-10-13,26863.53,1552.04
2023-10-14,26851.71,1554.87
2023-10-15,27186.13,1558.01
2023-10-16,28520.24,1600.02
2023-10-17,28408.83,1565.24
2023-10-18,28326.51,1563.67
2023-10-19,28735.34,1567.48
2023-10-20,29684.73,1604.96
2023-10-21,29924.84,1629.38
2023-10-22,30004.15,1664.43
2023-10-23,33087.58,1766.27
2023-10-24,33922.52,1785.28
2023-10-25,34506.35,1787.58
2023-10-26,34154.71,1803.57
2023-10-27,33906.09,1779.81
2023-10-28,34085.42,1776.48
2023-10-29,34534.48,1795.74
2023-10-30,34493.79,1809.69
2023-10-31,34656.4,1815.14
2023-11-01,35440.1,1847.74
2023-11-02,34950.0,1801.31
2023-11-03,34731.27,1833.76
2023-11-04,35087.01,1857.23
2023-11-05,35035.42,1893.16
2023-11-06,35059.46,1901.68
2023-11-07,35416.28,1885.93
2023-11-08,35639.13,1888.84
2023-11-09,36706.59,2121.3
2023-11-10,37324.83,2078.57
2023-11-11,37139.12,2053.83
2023-11-12,37086.03,2046.06
2023-11-13,36475.67,2053.99
2023-11-14,35554.09,1979.61
2023-11-15,37885.35,2059.38
2023-11-16,36161.15,1961.76
2023-11-17,36630.38,1961.57
2023-11-18,36594.89,1963.76
2023-11-19,37391.19,2012.29
2023-11-20,37475.64,2022.55
2023-11-21,35751.89,1933.45
2023-11-22,37424.31,2063.94
2023-11-23,37304.05,2062.78
2023-11-24,37745.84,2082.61
2023-11-25,37805.99,2084.02
2023-11-26,37462.79,2063.09
2023-11-27,37241.63,2027.47
2023-11-28,37838.26,2049.08
2023-11-29,37863.84,2029.11
2023-11-30,37732.27,2053.1
2023-12-01,38703.54,2088.4
2023-12-02,39478.95,2165.76
2023-12-03,39984.81,2194.13
2023-12-04,41987.24,2243.29
2023-12-05,44084.39,2293.97
2023-12-06,43764.05,2232.8
2023-12-07,43280.95,2356.57
2023-12-08,44192.87,2358.59
2023-12-09,43723.25,2341.28
2023-12-10,43793.68,2352.29
2023-12-11,41229.61,2224.06
2023-12-12,41477.39,2202.34
2023-12-13,42885.54,2260.69
2023-12-14,43027.77,2315.95
2023-12-15,41933.89,2220.31
2023-12-16,42237.29,2227.29
2023-12-17,41349.59,2194.75
2023-12-18,42650.01,2218.71
2023-12-19,42266.22,2177.27
2023-12-20,43674.77,2202.0
2023-12-21,43875.32,2239.92
2023-12-22,44013.73,2326.35
2023-12-23,43726.35,2309.58
2023-12-24,43025.03,2265.33
2023-12-25,43589.67,2271.53
2023-12-26,42515.53,2230.91
2023-12-27,43474.4,2380.66
2023-12-28,42581.23,2344.94
2023-12-29,42063.45,2299.37
2023-12-30,42141.03,2291.15
2023-12-31,42288.06,2281.07
2024-01-01,44220.78,2352.76
2024-01-02,44972.8,2356.16
2024-01-03,42862.44,2210.49
2024-01-04,44193.29,2269.47
2024-01-05,44186.59,2270.35
2024-01-06,43992.44,2241.87
2024-01-07,43950.28,2222.69
2024-01-08,46995.1,2332.51
2024-01-09,46124.08,2344.93
2024-01-10,46666.11,2584.77
2024-01-11,46342.66,2618.31
2024-01-12,42773.03,2522.03
2024-01-13,42839.33,2578.12
2024-01-14,41697.33,2470.66
2024-01-15,42490.16,2509.94
2024-01-16,43130.45,2586.83
2024-01-17,42739.49,2527.94
2024-01-18,41293.5,2468.82
2024-01-19,41624.07,2490.13
2024-01-20,41666.67,2470.44
2024-01-21,41554.05,2455.52
2024-01-22,39524.27,2311.34
2024-01-23,39878.3,2240.81
2024-01-24,40077.78,2234.06
2024-01-25,39941.66,2217.3
2024-01-26,41814.8,2267.34
2024-01-27,42126.55,2268.07
2024-01-28,42034.59,2256.51
2024-01-29,43306.18,2317.42
2024-01-30,42942.78,2342.96
2024-01-31,42548.08,2281.6
2024-02-01,43078.81,2303.61
2024-02-02,43181.66,2308.03
2024-02-03,43010.67,2295.97
2024-02-04,42568.55,2288.82
2024-02-05,42657.67,2298.91
2024-02-06,43095.79,2372.09
2024-02-07,44343.61,2424.55
2024-02-08,45305.2,2419.78
2024-02-09,47160.41,2487.84
2024-02-10,47767.06,2501.08
2024-02-11,48316.3,2508.11
2024-02-12,49941.81,2661.03
2024-02-13,49725.36,2641.63
2024-02-14,51858.59,2777.56
2024-02-15,51934.29,2825.94
2024-02-16,52162.64,2803.89
2024-02-17,51666.22,2786.83
2024-02-18,52153.63,2882.06
2024-02-19,51787.05,2945.43
2024-02-20,52277.52,3015.56
2024-02-21,51851.67,2968.37
2024-02-22,51258.7,2969.77
2024-02-23,50747.05,2921.79
2024-02-24,51570.65,2992.66
2024-02-25,51731.0,3113.17
2024-02-26,54533.48,3178.34
2024-02-27,57077.07,3243.84
2024-02-28,62518.9,3386.64
2024-02-29,61179.03,3341.78
2024-03-01,62436.72,3436.0
2024-03-02,62045.78,3424.04
2024-03-03,63154.49,3489.53
2024-03-04,68360.14,3633.23
2024-03-05,63800.78,3557.41
2024-03-06,66122.28,3821.82
2024-03-07,66938.21,3875.28
2024-03-08,68289.16,3892.6
2024-03-09,68480.0,3913.55
2024-03-10,69032.12,3881.96
2024-03-11,72110.98,4066.21
2024-03-12,71475.93,3980.34
2024-03-13,73135.04,4007.7
2024-03-14,71364.58,3880.45
2024-03-15,69506.88,3742.95
2024-03-16,65254.22,3520.1
2024-03-17,68343.64,3641.02
2024-03-18,67613.04,3520.66
2024-03-19,61906.27,3156.97
2024-03-20,67858.8,3516.68
2024-03-21,65484.7,3491.78
2024-03-22,63814.56,3337.41
2024-03-23,63998.86,3330.05
2024-03-24,67204.93,3454.67
2024-03-25,69890.28,3591.02
2024-03-26,69992.4,3587.67
2024-03-27,69435.96,3499.56
2024-03-28,70801.18,3561.1
2024-03-29,69903.75,3511.08
2024-03-30,69626.87,3507.51
2024-03-31,71288.9,3645.48
2024-04-01,69681.82,3505.85
2024-04-02,65464.14,3279.64
2024-04-03,65987.92,3312.43
2024-04-04,68525.23,3329.39
2024-04-05,67856.51,3319.26
2024-04-06,68919.89,3352.66
2024-04-07,69350.34,3453.67
2024-04-08,71622.53,3694.56
2024-04-09,69117.01,3504.58
2024-04-10,70634.04,3546.0
2024-04-11,70020.73,3503.06
2024-04-12,67148.61,3239.31
2024-04-13,64024.77,3011.39
2024-04-14,65777.05,3158.06
2024-04-15,63452.18,3103.13
2024-04-16,63814.94,3085.25
2024-04-17,61279.36,2984.98
2024-04-18,63513.85,3065.82
2024-04-19,63848.37,3057.93
2024-04-20,64968.87,3157.01
2024-04-21,64952.92,3148.1
2024-04-22,66859.17,3201.46
2024-04-23,66414.16,3219.49
2024-04-24,64255.78,3138.91
2024-04-25,64484.44,3155.36
2024-04-26,63742.39,3130.0
2024-04-27,63422.0,3253.04
2024-04-28,63108.94,3262.6
2024-04-29,63844.85,3215.53
2024-04-30,60622.1,3011.4
2024-05-01,58265.59,2968.12
2024-05-02,59071.89,2986.32
2024-05-03,62913.03,3103.27
2024-05-04,63902.88,3117.41
2024-05-05,64023.45,3136.95
2024-05-06,63162.24,3062.69
2024-05-07,62315.76,3005.78
2024-05-08,61169.53,2972.82
2024-05-09,63073.57,3035.92
2024-05-10,60787.47,2909.43
2024-05-11,60814.63,2911.75
2024-05-12,61453.02,2927.75
2024-05-13,62932.37,2950.21
2024-05-14,61539.84,2880.4
2024-05-15,66244.69,3033.2
2024-05-16,65252.18,2945.11
2024-05-17,67046.33,3093.39
2024-05-18,66923.87,3123.99
2024-05-19,66261.62,3070.9
2024-05-20,71432.17,3661.52
2024-05-21,70142.84,3789.37
2024-05-22,69109.93,3735.99
2024-05-23,67940.45,3780.83
2024-05-24,68547.8,3726.89
2024-05-25,69289.67,3749.06
2024-05-26,68473.72,3823.83
2024-05-27,69368.72,3890.72
2024-05-28,68321.98,3839.98
2024-05-29,67569.45,3762.11
2024-05-30,68338.58,3746.74
2024-05-31,67472.41,3758.44
2024-06-01,67719.29,3812.48
2024-06-02,67735.52,3778.88
2024-06-03,68791.0,3766.09
2024-06-04,70542.32,3810.29
2024-06-05,71121.11,3866.57
2024-06-06,70773.64,3812.09
2024-06-07,69324.53,3676.35
2024-06-08,69304.05,3680.84
2024-06-09,69637.87,3706.27
2024-06-10,69497.73,3665.86
2024-06-11,67316.53,3497.31
2024-06-12,68248.6,3559.14
2024-06-13,66738.85,3467.65
2024-06-14,66004.39,3479.53
2024-06-15,66192.0,3566.69
2024-06-16,66628.75,3622.1
2024-06-17,66481.81,3509.55
2024-06-18,65152.8,3482.06
2024-06-19,64943.79,3559.14
2024-06-20,64840.88,3510.73
2024-06-21,64120.28,3517.19
2024-06-22,64235.01,3494.09
2024-06-23,63171.43,3418.42
2024-06-24,60263.0,3350.59
2024-06-25,61789.71,3393.6
2024-06-26,60816.68,3369.31
2024-06-27,61615.39,3445.58
2024-06-28,60313.35,3373.62
2024-06-29,60885.67,3373.26
2024-06-30,62668.26,3432.37
2024-07-01,62830.13,3438.59
2024-07-02,62040.22,3416.17
2024-07-03,60145.01,3291.73
2024-07-04,57042.14,3058.89
2024-07-05,56639.43,2981.74
2024-07-06,58244.75,3067.39
2024-07-07,55854.09,2930.78
2024-07-08,56699.43,3018.48
2024-07-09,58047.86,3066.51
2024-07-10,57712.59,3100.3
2024-07-11,57340.77,3099.29
2024-07-12,57909.03,3135.05
2024-07-13,59224.58,3176.71
2024-07-14,60808.42,3246.38
2024-07-15,64757.16,3485.87
2024-07-16,65088.99,3446.67
2024-07-17,64085.81,3387.45
2024-07-18,63982.86,3425.58
2024-07-19,66707.61,3505.75
2024-07-20,67163.83,3519.06
2024-07-21,68181.28,3536.2
2024-07-22,67558.22,3441.1
2024-07-23,65939.24,3482.9
2024-07-24,65366.4,3334.99
2024-07-25,65795.42,3174.3
2024-07-26,67924.08,3274.95
2024-07-27,67899.41,3249.25
2024-07-28,68244.3,3269.98
2024-07-29,66771.45,3317.55
2024-07-30,66169.68,3278.27
2024-07-31,64609.62,3231.81
2024-08-01,65288.18,3200.54
2024-08-02,61418.06,2985.84
2024-08-03,60674.93,2901.72
2024-08-04,58130.95,2688.31
2024-08-05,54029.12,2420.37
2024-08-06,56048.08,2462.52
2024-08-07,55148.1,2343.66
2024-08-08,61705.58,2683.59
2024-08-09,60862.13,2599.94
2024-08-10,60935.02,2610.69
2024-08-11,58722.49,2555.58
2024-08-12,59358.78,2723.0
2024-08-13,60603.19,2703.49
2024-08-14,58690.62,2661.67
2024-08-15,57543.61,2570.5
2024-08-16,58888.99,2593.75
2024-08-17,59497.49,2614.64
2024-08-18,58437.9,2612.68
2024-08-19,59452.67,2637.15
2024-08-20,59017.59,2573.04
2024-08-21,61163.28,2631.14
2024-08-22,60383.29,2623.3
2024-08-23,64086.72,2764.73
2024-08-24,64179.63,2769.0
2024-08-25,64251.93,2747.57
2024-08-26,62840.0,2680.77
2024-08-27,59439.64,2458.22
2024-08-28,59045.88,2528.51
2024-08-29,59364.47,2527.71
2024-08-30,59112.77,2525.74
2024-08-31,58968.37,2512.62
2024-09-01,57299.0,2425.9
2024-09-02,59139.83,2537.81
2024-09-03,57468.84,2424.18
2024-09-04,57971.0,2450.46
2024-09-05,56156.82,2367.8
2024-09-06,53950.01,2224.46
2024-09-07,54156.33,2272.88
2024-09-08,54881.11,2297.47
2024-09-09,57053.9,2360.1
2024-09-10,57645.59,2388.26
2024-09-11,57352.79,2340.54
2024-09-12,58137.54,2361.63
2024-09-13,60543.35,2440.96
2024-09-14,60012.35,2418.19
2024-09-15,59122.33,2316.37
2024-09-16,58208.75,2295.21
2024-09-17,60312.6,2342.1
2024-09-18,61769.18,2374.59
2024-09-19,62960.14,2465.84
2024-09-20,63210.69,2562.02
2024-09-21,63362.74,2613.16
2024-09-22,63577.66,2580.92
2024-09-23,63338.87,2646.72
2024-09-24,64272.93,2653.31
2024-09-25,63130.89,2579.25
2024-09-26,65177.21,2632.53
2024-09-27,65789.0,2695.37
2024-09-28,65858.99,2675.79
2024-09-29,65600.01,2657.89
2024-09-30,63301.25,2601.27
2024-10-01,60790.0,2447.55
2024-10-02,60631.37,2363.76
2024-10-03,60744.99,2349.97
2024-10-04,62090.71,2414.43
2024-10-05,62051.29,2414.51
2024-10-06,62810.86,2439.84
2024-10-07,62200.28,2421.68
2024-10-08,62122.02,2439.48
2024-10-09,60578.28,2368.66
2024-10-10,60279.53,2384.32
2024-10-11,62518.75,2438.77
2024-10-12,63187.47,2475.79
2024-10-13,62845.3,2467.67
2024-10-14,66065.65,2628.74
2024-10-15,67056.6,2606.63
2024-10-16,67608.44,2610.54
2024-10-17,67402.33,2604.91
2024-10-18,68426.11,2641.98
2024-10-19,68363.73,2647.97
2024-10-20,69014.86,2746.22
2024-10-21,67346.15,2665.35
2024-10-22,67380.08,2620.84
2024-10-23,66601.11,2521.94
2024-10-24,68156.84,2533.99
2024-10-25,66564.51,2436.01
2024-10-26,67012.56,2479.49
2024-10-27,67943.19,2504.69
2024-10-28,69924.5,2565.66
2024-10-29,72724.35,2637.85
2024-10-30,72322.91,2658.16
2024-10-31,70197.83,2514.84
2024-11-01,69467.29,2510.27
2024-11-02,69358.94,2493.44
2024-11-03,68738.18,2456.57
2024-11-04,67807.48,2397.0
2024-11-05,69380.73,2422.24
2024-11-06,75646.55,2724.27
2024-11-07,75920.0,2897.65
2024-11-08,76566.73,2964.09
2024-11-09,76716.06,3127.97
2024-11-10,80428.92,3186.07
2024-11-11,88770.73,3375.78
2024-11-12,88035.43,3247.21
2024-11-13,90493.82,3191.45
2024-11-14,87340.4,3059.04
2024-11-15,91058.36,3090.76
2024-11-16,90636.24,3134.25
2024-11-17,89886.69,3076.79
2024-11-18,90520.3,3209.21
2024-11-19,92435.89,3111.7
2024-11-20,94393.15,3072.24
2024-11-21,98439.09,3359.9
2024-11-22,99024.03,3331.77
2024-11-23,97778.77,3397.51
2024-11-24,98028.18,3365.16
2024-11-25,93000.01,3414.72
2024-11-26,91929.54,3323.67
2024-11-27,95951.19,3657.63
2024-11-28,95665.53,3579.11
2024-11-29,97490.56,3593.67
2024-11-30,96465.42,3706.35
2024-12-01,97263.18,3710.24
2024-12-02,95862.89,3644.52
2024-12-03,95924.52,3617.59
2024-12-04,98746.24,3843.33
2024-12-05,97044.23,3788.93
2024-12-06,99891.35,4004.83
2024-12-07,99929.32,4000.01
2024-12-08,101174.99,4006.75
2024-12-09,97324.81,3713.57
2024-12-10,96660.76,3630.34
2024-12-11,101202.11,3835.08
2024-12-12,100030.47,3882.68
2024-12-13,101428.75,3907.87
2024-12-14,101399.99,3869.25
2024-12-15,104447.76,3957.7
2024-12-16,106099.81,3987.6
2024-12-17,106136.99,3893.54
2024-12-18,100150.73,3624.84
2024-12-19,97372.21,3414.35
2024-12-20,97765.0,3470.47
2024-12-21,97230.08,3337.09
2024-12-22,95087.75,3278.6
2024-12-23,94764.56,3418.12
2024-12-24,98594.47,3491.13
2024-12-25,99346.28,3493.95
2024-12-26,95669.49,3330.86
2024-12-27,94171.89,3328.6
2024-12-28,95130.82,3397.87
2024-12-29,93563.35,3350.23
2024-12-30,92620.71,3355.66
2024-12-31,93354.22,3330.32
2025-01-01,94383.59,3353.32
2025-01-02,96903.19,3452.39
2025-01-03,98136.51,3607.68
2025-01-04,98209.85,3656.4
2025-01-05,98345.33,3635.46
2025-01-06,102279.41,3688.74
2025-01-07,96941.98,3380.29
2025-01-08,95036.63,3326.29
2025-01-09,92547.44,3218.81
2025-01-10,94701.18,3266.53
2025-01-11,94565.02,3282.01
2025-01-12,94509.62,3266.02
2025-01-13,94506.45,3136.08
2025-01-14,96534.96,3223.97
2025-01-15,100510.23,3451.58
2025-01-16,99981.78,3307.73
2025-01-17,104107.0,3475.47
2025-01-18,104435.0,3304.07
2025-01-19,101211.13,3210.03
2025-01-20,102145.43,3280.4
2025-01-21,106159.26,3327.57
2025-01-22,103667.11,3241.35
2025-01-23,103926.36,3338.67
2025-01-24,104850.27,3309.72
2025-01-25,104733.56,3318.37
2025-01-26,102563.0,3231.48
2025-01-27,102062.42,3181.93
2025-01-28,101290.0,3076.06
2025-01-29,103747.25,3114.03
2025-01-30,104742.64,3247.48
2025-01-31,102411.26,3299.99
2025-02-01,100623.85,3116.78
2025-02-02,97676.52,2869.25
2025-02-03,101460.2,2883.62
2025-02-04,97795.05,2732.07
2025-02-05,96638.33,2788.3
2025-02-06,96564.62,2687.1
2025-02-07,96537.08,2622.95
2025-02-08,96476.25,2632.62
2025-02-09,96475.82,2627.87
2025-02-10,97444.41,2661.87
2025-02-11,95774.08,2602.03
2025-02-12,97862.53,2738.58
2025-02-13,96625.29,2676.09
2025-02-14,97509.03,2726.32
2025-02-15,97596.94,2693.58
2025-02-16,96119.88,2661.51
2025-02-17,95781.8,2744.1
2025-02-18,95607.4,2670.59
2025-02-19,96632.03,2715.27
2025-02-20,98347.2,2738.65
2025-02-21,96157.03,2661.69
2025-02-22,96582.12,2763.5
2025-02-23,96265.98,2819.63
2025-02-24,91510.82,2513.35
2025-02-25,88583.74,2492.37
2025-02-26,84111.78,2332.93
2025-02-27,84625.19,2305.21
2025-02-28,84297.73,2236.36
2025-03-01,86018.76,2216.51
2025-03-02,94265.48,2518.39
2025-03-03,86161.1,2147.53
2025-03-04,87249.96,2170.92
2025-03-05,90603.73,2241.53
2025-03-06,89921.85,2202.42
2025-03-07,86756.98,2140.81
2025-03-08,86206.69,2203.03
2025-03-09,80699.17,2020.02
2025-03-10,78544.71,1864.12
2025-03-11,82914.51,1923.08
2025-03-12,83659.43,1907.93
2025-03-13,81073.43,1863.81
2025-03-14,83980.49,1911.65
2025-03-15,84351.46,1937.61
2025-03-16,82562.57,1886.8
2025-03-17,84011.4,1926.28
2025-03-18,82698.76,1931.25
2025-03-19,86877.96,2057.06
2025-03-20,84183.42,1982.67
2025-03-21,84061.96,1964.98
2025-03-22,83852.03,1980.35
2025-03-23,86092.94,2005.97
2025-03-24,87523.62,2081.62
2025-03-25,87427.88,2066.78
2025-03-26,86926.01,2009.72
2025-03-27,87217.48,2003.32
2025-03-28,84381.8,1896.23
2025-03-29,82616.83,1827.39
2025-03-30,82379.98,1807.31
2025-03-31,82534.32,1822.03
2025-04-01,85170.37,1905.13
2025-04-02,82490.08,1794.7
2025-04-03,83174.33,1816.36
2025-04-04,83860.16,1816.39
2025-04-05,83498.25,1805.09
2025-04-06,78370.75,1579.77
2025-04-07,79140.01,1552.64
2025-04-08,76251.64,1471.94
2025-04-09,82594.75,1669.27
2025-04-10,79552.34,1521.51
2025-04-11,83380.47,1566.13
2025-04-12,85271.01,1643.85
2025-04-13,83733.07,1597.04
2025-04-14,84590.36,1624.03
2025-04-15,83629.78,1588.64
2025-04-16,84028.72,1577.27
2025-04-17,84961.97,1583.83
2025-04-18,84466.47,1588.57
2025-04-19,85074.99,1612.87
2025-04-20,85177.34,1587.32
2025-04-21,87522.07,1579.55
2025-04-22,93489.1,1757.0
2025-04-23,93740.92,1795.92
2025-04-24,94021.96,1770.41
2025-04-25,94708.79,1785.95
2025-04-26,94666.64,1821.6
2025-04-27,93780.57,1791.88
2025-04-28,95042.57,1800.26
2025-04-29,94271.09,1798.21
2025-04-30,94182.54,1793.79
2025-05-01,96524.98,1838.82
2025-05-02,96929.81,1842.98
2025-05-03,95861.33,1834.03
2025-05-04,94272.55,1809.0
2025-05-05,94733.99,1820.15
2025-05-06,96839.17,1817.06
2025-05-07,97058.32,1811.35
2025-05-08,103253.49,2207.09
2025-05-09,102986.96,2345.29
2025-05-10,104821.19,2583.8
2025-05-11,104137.62,2514.79
2025-05-12,102800.21,2495.83
2025-05-13,104131.06,2679.88
2025-05-14,103545.38,2610.31
2025-05-15,103786.43,2548.84
2025-05-16,103500.03,2538.02
2025-05-17,103161.07,2476.11
2025-05-18,106473.46,2498.24
2025-05-19,105616.18,2528.71
2025-05-20,106883.24,2525.05
2025-05-21,109699.54,2551.73
2025-05-22,111722.53,2665.39
2025-05-23,107329.61,2527.02
2025-05-24,107794.01,2530.99
2025-05-25,109048.68,2552.32
2025-05-26,109464.32,2564.32
2025-05-27,108978.46,2662.04
2025-05-28,107819.29,2682.16
2025-05-29,105572.58,2631.68
2025-05-30,104033.26,2531.94
2025-05-31,104645.87,2529.31
2025-06-01,105697.94,2540.38
2025-06-02,105904.94,2609.29
2025-06-03,105447.82,2595.03
2025-06-04,104753.38,2609.07
2025-06-05,101570.2,2415.34
2025-06-06,104397.99,2478.24
2025-06-07,105619.02,2526.14
2025-06-08,105784.4,2510.78
2025-06-09,110301.15,2681.29
2025-06-10,110300.24,2816.5
2025-06-11,108669.37,2772.39
2025-06-12,105721.05,2643.8
2025-06-13,106118.7,2580.21
2025-06-14,105465.42,2531.97
2025-06-15,105599.25,2548.03
2025-06-16,106853.38,2545.27
2025-06-17,104590.44,2510.7
2025-06-18,104915.6,2525.54
2025-06-19,104671.9,2521.52
2025-06-20,103317.8,2407.2
2025-06-21,102160.03,2297.28
2025-06-22,100996.87,2228.46
2025-06-23,105419.39,2413.0
2025-06-24,106141.0,2449.87
2025-06-25,107400.22,2420.09
2025-06-26,107029.64,2417.4
2025-06-27,107113.38,2424.2
2025-06-28,107352.2,2437.08
2025-06-29,108386.44,2500.69
2025-06-30,107173.21,2486.15
2025-07-01,105711.78,2405.32
2025-07-02,108888.32,2571.13
2025-07-03,109628.83,2592.13
2025-07-04,108028.6,2508.8
2025-07-05,108246.65,2517.01
2025-07-06,109217.98,2570.84
2025-07-07,108269.84,2542.38
2025-07-08,108958.04,2616.52
2025-07-09,111282.85,2769.83
2025-07-10,116031.3,2951.22
2025-07-11,117582.16,2959.12
2025-07-12,117472.65,2944.37
2025-07-13,119130.81,2973.38
2025-07-14,119863.71,3014.53
2025-07-15,117781.64,3138.01
2025-07-16,118681.68,3373.12
2025-07-17,119273.69,3479.77
2025-07-18,118023.05,3549.67
2025-07-19,117914.17,3594.3
2025-07-20,117312.7,3758.6
2025-07-21,117428.79,3763.75
2025-07-22,120026.42,3748.62
2025-07-23,118810.44,3630.34
2025-07-24,118397.04,3708.6
2025-07-25,117633.27,3725.84
2025-07-26,117969.63,3743.06
2025-07-27,119465.52,3873.92
2025-07-28,118070.59,3799.46
2025-07-29,117933.39,3793.4
2025-07-30,117830.15,3810.44
2025-07-31,115761.13,3698.07
2025-08-01,113248.73,3486.39
2025-08-02,112542.74,3392.8
2025-08-03,114215.73,3497.31
2025-08-04,115051.85,3720.87
2025-08-05,114112.95,3611.57
2025-08-06,115028.83,3683.8
2025-08-07,117515.49,3911.28
2025-08-08,116683.79,4011.0
2025-08-09,116492.51,4262.46
2025-08-10,119309.37,4251.91
2025-08-11,118701.84,4224.48
2025-08-12,120113.18,4589.88
2025-08-13,123365.63,4751.46
2025-08-14,118389.79,4550.59
2025-08-15,117436.96,4442.56
2025-08-16,117455.68,4425.13
2025-08-17,117488.6,4475.47
2025-08-18,116286.76,4315.37
2025-08-19,112856.19,4075.89
2025-08-20,114276.0,4336.41
2025-08-21,112480.3,4224.43
2025-08-22,116908.68,4831.24
2025-08-23,115383.87,4776.73
2025-08-24,113478.0,4779.87
2025-08-25,110127.74,4377.02
2025-08-26,111788.01,4601.64
2025-08-27,111253.21,4506.95
2025-08-28,112574.85,4511.3
2025-08-29,108378.32,4360.2
2025-08-30,108827.93,4374.58
2025-08-31,108247.95,4391.91
2025-09-01,109240.55,4314.76
2025-09-02,111247.94,4326.57
2025-09-03,111756.41,4452.4
2025-09-04,110720.79,4298.37
2025-09-05,110670.02,4307.65
2025-09-06,110212.6,4274.15
2025-09-07,111129.61,4305.56
2025-09-08,112072.57,4305.84
2025-09-09,111549.32,4309.93
2025-09-10,113983.97,4350.0
2025-09-11,115540.0,4460.51
